StartTime_[LST],EndTime_[LST],ethylene_[ppbV],acetylene_[ppbV],ethane_[ppbV],propylene_[ppbV],propane_[ppbV],isobutane_[ppbV],cis-2-butene_[ppbV],n-butane_[ppbV],1-butene_[ppbV],trans-2-butene_[ppbV],isopentane_[ppbV],1-pentene_[ppbV],isoprene_[ppbV],n-pentane_[ppbV],cis-2-pentene_[ppbV],cyclopentane_[ppbV],"2,2-dimethyl-butane_[ppbV]","2,3-dimethyl-butane_[ppbV]",2-methyl-pentane_[ppbV],3-methyl-pentane_[ppbV],1-hexene_[ppbV],methyl-cyclopentane_[ppbV],n-hexane_[ppbV],benzene_[ppbV],cyclohexane_[ppbV],"2,4-dimethyl-pentane_[ppbV]","2,3-dimethyl-pentane_[ppbV]",2-methyl-hexane_[ppbV],3-methyl-hexane_[ppbV],n-heptane_[ppbV],methyl-cyclohexane_[ppbV],toluene_[ppbV],"2,2,4-trimethyl-pentane_[ppbV]","2,3,4-trimethyl-pentane_[ppbV]",2-methyl-heptane_[ppbV],3-methyl-heptane_[ppbV],n-octane_[ppbV],ethyl-benzene_[ppbV],"m,p-xylene_[ppbV]",styrene_[ppbV],o-xylene_[ppbV],n-nonane_[ppbV],isopropyl-benzene_[ppbV],"1,3,5-trimethyl-benzene_[ppbV]",n-propyl-benzene_[ppbV],"1,2,4-trimethyl-benzene_[ppbV]",m-ethyl-toluene_[ppbV],p-ethyl-toluene_[ppbV],o-ethyl-toluene_[ppbV],"1,2,3-trimethyl-benzene_[ppbV]",n-decane_[ppbV],m-diethyl-benzene_[ppbV]
08/10/2017 9:05:00,08/10/2017 9:35:00,0.392,0.502,12.092,0.08,9.106,1.788,0.157,4.772,0.079,1.535,1.416,,0.076222169,1.767745492,,0.116733492,0.253,0.782,0.206,0.251,0.587,0.202,0.182,,,0.17,0.078,0.193,0.197,0.202,,,,,0.083,,,,0.054,,,,,,,,,,,,,
08/10/2017 12:05:00,08/10/2017 12:35:00,0.325,0.358,10.901,0.076,8.041,1.341,0.125,3.361,0.054,1.084,1.053,,0.056057424,1.189517017,,0.07052,0.18,0.557,0.156,0.199,0.436,0.19,0.211,,,0.196,0.096,0.389,0.313,0.357,,0.088448814,0.14,0.15,0.375,0.255,0.075,,0.214,0.379,,0.086,0.167,,0.174,0.081,0.057,0.259,,,0.21,0.13
08/10/2017 15:04:00,08/10/2017 15:34:00,0.16,0.205,6.662,,4.38,0.709,0.111,1.757,,0.561,0.547,,,0.632760136,,,0.099,0.292,0.083,0.102,0.244,0.124,0.103,,,0.1,,0.155,0.138,0.178,,,0.054,,0.146,0.122,,,0.083,0.112,,,,,0.069,,,0.066,,,0.05,
08/10/2017 16:04:00,08/10/2017 16:34:00,,0.204,12.222,,6.029,1.087,0.098,2.11,,0.681,0.675,,,0.696406237,,,0.099,0.293,0.089,0.085,0.243,0.111,0.078,,,0.09,,0.102,0.098,0.107,,,,,0.086,0.061,,,0.141,0.068,,,,,,,,,,,,
08/10/2017 17:03:00,08/10/2017 17:33:00,0.099,0.2,16.258,0.052,10.712,1.597,0.118,3.799,0.063,1.228,1.286,,0.069582983,1.666654576,,0.120379797,0.299,0.938,0.264,0.384,0.84,0.222,0.42,,0.051,0.424,0.201,0.852,0.694,0.739,,0.220119525,0.34,0.356,0.807,0.592,0.179,,0.466,0.876,0.087,0.205,0.396,0.083,0.388,0.139,0.108,0.641,0.051,,0.494,0.288
08/10/2017 18:03:00,08/10/2017 18:33:00,0.065,0.185,8,,5.087,1.008,0.112,2.062,,0.667,0.82,,,0.918122034,,0.071285085,0.155,0.475,0.139,0.202,0.425,0.124,0.201,,,0.219,0.101,0.374,0.313,0.403,,0.099649831,0.133,0.138,0.341,0.256,0.066,,0.205,0.387,,0.11,0.173,,0.213,0.086,0.086,0.405,,,0.383,0.233
08/10/2017 19:02:00,08/10/2017 19:32:00,0.071,0.188,6.776,,3.265,0.559,0.113,1.23,,0.392,0.428,,,0.473082441,,,0.077,0.22,0.058,0.085,0.183,0.094,0.083,,,0.086,,0.121,0.106,0.11,,,,,0.09,0.069,0.055,,0.124,0.062,,,,,,,,0.059,,,,
08/10/2017 20:02:00,08/10/2017 20:32:00,0.097,0.22,6.596,,3.327,0.556,0.114,1.311,,0.418,0.469,,,0.480819322,,,0.081,0.238,0.067,0.094,0.194,0.095,0.077,,,0.086,,0.102,0.087,0.083,,,,,0.052,0.062,,,,,,,,,,,,,,,,
08/10/2017 21:01:00,08/10/2017 21:31:00,0.186,0.222,10.115,0.057,5.674,1.131,0.111,2.299,,0.742,0.918,,,0.84467722,,0.056827661,0.137,0.414,0.117,0.141,0.332,0.112,0.123,,,0.127,0.057,0.176,0.153,0.166,,,,,0.111,0.098,,,0.077,0.067,,,,,,,,0.055,,,,
08/10/2017 22:01:00,08/10/2017 22:31:00,0.207,0.307,14.763,0.051,9.524,1.818,0.121,4.717,0.079,1.53,1.573,,0.08540522,1.947979458,,0.15064,0.302,0.965,0.259,0.394,0.736,0.213,0.294,,,0.248,0.117,0.367,0.315,0.244,,0.076724271,0.074,0.063,0.134,0.074,,,,,,,,,,,,,,,,
08/10/2017 23:01:00,08/10/2017 23:31:00,0.438,0.48,31.337,0.123,23.936,4.441,0.128,12.411,0.21,4.053,3.577,,0.201705085,4.587184746,,0.330822034,0.62,1.934,0.503,0.706,1.47,0.308,0.513,,0.059,0.442,0.192,0.581,0.514,0.363,,0.095585085,0.112,0.104,0.177,0.097,,,0.051,0.051,,,,,,,,,,,,
08/11/2017 0:00:00,08/11/2017 0:30:00,0.515,0.423,18.418,0.122,14.146,2.817,0.128,7.052,0.115,2.293,1.942,,0.102396203,2.264869559,,0.145707729,0.286,0.913,0.237,0.3,0.644,0.156,0.218,,,0.172,0.078,0.21,0.175,0.189,,,,,0.058,0.082,,,,,,,,,,,,,,,,
08/11/2017 2:00:00,08/11/2017 2:30:00,0.174,0.279,6.742,,3.45,0.524,0.116,1.253,,0.406,0.483,,,0.44550461,,,0.081,0.22,0.076,0.086,0.178,0.095,0.079,,,0.094,,0.084,0.057,0.127,,,,,0.052,0.057,0.063,,,,,,,,,,,,,,,
08/11/2017 2:59:00,08/11/2017 3:29:00,0.248,0.246,9.146,0.057,4.526,0.693,0.113,1.642,,0.532,0.633,,,0.61622739,,,0.104,0.315,0.1,0.118,0.233,0.094,0.091,,,0.102,,0.117,0.084,0.166,,,,,0.064,0.064,,,,,,,,,,,,,,,,
08/11/2017 3:59:00,08/11/2017 4:29:00,0.343,0.28,9.582,0.206,5.849,1.6,0.152,2.545,,0.817,1.596,,0.060174237,1.100631864,,0.164617627,0.151,0.445,0.159,0.177,0.348,0.089,0.154,,,0.163,0.084,0.167,0.114,0.225,,,,,0.093,0.071,,,0.141,,,,0.052,,,,,0.057,,,,
08/11/2017 4:59:00,08/11/2017 5:29:00,0.595,0.284,32.175,0.498,29.482,10.054,0.248,14.37,0.248,4.665,8.679,0.080813695,0.284181492,5.837255864,,0.734924542,0.508,1.683,0.607,0.588,1.42,0.172,0.536,0.063,0.084,0.637,0.321,0.621,0.472,1.063,,0.124821153,0.157,0.199,0.358,0.352,0.138,,0.289,0.466,0.05,0.154,0.248,0.058,0.311,0.108,0.111,0.553,,,0.445,0.189
08/11/2017 5:59:00,08/11/2017 6:29:00,0.994,0.794,61.978,0.289,60.664,14.533,0.17,31.405,0.52,10.173,6.91,,0.304698915,6.721086508,,0.331935322,0.733,2.344,0.61,0.622,1.546,0.285,0.472,,,0.418,0.185,0.504,0.423,0.429,,0.08962522,0.078,0.086,0.166,0.123,0.051,,0.096,0.066,,,0.051,,,,,0.076,,,,
08/11/2017 6:58:00,08/11/2017 7:28:00,0.659,0.399,18.861,0.163,13.664,2.8,0.132,6.274,0.106,2.043,1.971,,0.104341898,2.285937966,,0.152260881,0.373,1.171,0.323,0.412,0.88,0.219,0.336,,,0.306,0.146,0.425,0.378,0.337,,,0.087,0.093,0.169,0.085,,,0.075,,,,,,,,,,,,,
08/11/2017 7:58:00,08/11/2017 8:28:00,0.365,0.294,11.305,0.092,7.849,1.544,0.132,3.724,0.063,1.196,1.288,,0.063960203,1.444468542,,0.08853939,0.228,0.712,0.19,0.229,0.499,0.135,0.181,,,0.177,0.068,0.198,0.179,0.189,,,,,0.077,0.058,,,,,,,,,,,,,,,,
08/11/2017 8:58:00,08/11/2017 9:28:00,0.187,0.278,7.815,,4.997,0.993,0.13,2.556,,0.818,0.975,,,1.157634576,,0.078277627,0.201,0.606,0.166,0.214,0.468,0.136,0.177,,,0.165,0.074,0.233,0.203,0.194,,,,0.052,0.09,,,,,,,,,,,,,,,,,
08/11/2017 9:58:00,08/11/2017 10:28:00,0.272,0.261,13.878,0.054,9.102,1.732,0.124,4.04,0.063,1.285,1.315,,0.064864,1.513722373,,0.078056678,0.226,0.702,0.183,0.197,0.508,0.118,0.156,,,0.163,0.067,0.167,0.172,0.139,,,,,0.087,,,,0.054,,,,,,,,,,,,,
08/11/2017 11:57:00,08/11/2017 12:27:00,0.22,0.25,13.357,0.055,7.942,1.568,0.108,3.499,0.056,1.133,1.134,,0.059513763,1.367286983,,0.089131593,0.239,0.75,0.199,0.219,0.581,0.138,0.166,,,0.185,0.074,0.112,0.141,0.227,,,,,0.056,,,,0.098,,,,,,,,,0.098,,,0.064,
08/11/2017 12:57:00,08/11/2017 13:27:00,0.123,0.289,11.658,,6.006,1.058,0.105,2.502,,0.816,0.804,,,0.939748949,,0.070351797,0.148,0.432,0.122,0.137,0.358,0.128,0.122,,,0.146,0.063,0.129,0.157,0.13,,,,,0.084,,0.055,,,,,,,,,,,,,,,
08/11/2017 13:56:00,08/11/2017 14:26:00,0.093,0.234,10.282,,5.453,0.953,0.088,2.297,,0.734,0.702,,,0.775416949,,,0.117,0.346,0.092,0.097,0.283,0.111,0.081,,,0.097,,0.08,0.094,0.099,,,,,0.05,,,,,,,,,,,,,,,,,
08/11/2017 14:56:00,08/11/2017 15:26:00,,0.189,6.375,,3.359,0.632,0.087,1.558,,0.49,0.542,,,0.592849492,,,0.095,0.274,0.079,0.08,0.245,0.093,0.057,,,0.072,,,0.062,0.06,,,,,,,,,,,,,,,,,,,,,,
08/11/2017 15:56:00,08/11/2017 16:26:00,,0.202,6.092,,3.315,0.626,0.09,1.571,,0.507,0.509,,,0.590566102,,,0.088,0.261,0.071,0.078,0.201,0.093,0.055,,,0.076,,0.05,0.059,0.057,,,,,0.053,,,,,,,,,,,,,,,,,
08/11/2017 16:56:00,08/11/2017 17:26:00,0.08,0.203,7.461,,4.29,0.766,0.087,1.926,,0.627,0.61,,,0.699420814,,,0.098,0.29,0.08,0.081,0.244,0.101,0.065,,,0.08,,0.057,0.07,0.088,,,,,,,,,,,,,,,,,,,,,,
08/11/2017 17:55:00,08/11/2017 18:25:00,,0.214,7.292,,3.916,0.715,0.094,1.772,,0.562,0.567,,,0.634021356,0.089094034,,0.097,0.283,0.074,0.083,0.218,0.101,0.061,,,0.079,,0.065,0.072,0.08,,,,,,,0.056,,,,,,,,,,,,,,,
08/11/2017 18:55:00,08/11/2017 19:25:00,0.593,0.512,12.257,0.176,7.217,1.584,0.146,3.843,0.064,1.232,1.425,,0.070201695,1.522001695,0.156470169,0.081057627,0.25,0.802,0.22,0.226,0.595,0.16,0.165,,,0.192,0.081,0.189,0.186,0.244,,,,,0.086,0.054,,,0.075,,,,,,,,,,,,,
08/11/2017 19:55:00,08/11/2017 20:25:00,0.121,0.202,12.836,,8.5,1.359,0.106,3.163,,1.025,1.011,,0.051673559,1.120078983,,0.063318305,0.174,0.53,0.144,0.179,0.403,0.136,0.159,,,0.182,0.072,0.23,0.2,0.226,,0.057787051,0.07,0.072,0.195,0.129,0.053,,0.121,0.147,,,0.075,,0.066,,,0.135,,,0.078,
08/11/2017 20:54:00,08/11/2017 21:24:00,0.145,0.223,9.656,,6.152,1.171,0.107,2.801,,0.894,0.957,,,1.067058305,,0.070405356,0.168,0.528,0.144,0.18,0.423,0.131,0.16,,,0.174,0.074,0.252,0.219,0.22,,0.055036203,0.079,0.078,0.207,0.137,,,0.103,0.159,,,0.064,,0.062,,,0.114,,,0.071,
08/11/2017 22:54:00,08/11/2017 23:24:00,0.215,0.254,7.392,0.061,4.869,0.949,0.103,2.227,,0.728,0.718,,,0.754652,,,0.124,0.353,0.099,0.125,0.266,0.098,0.091,,,0.104,,0.105,0.099,0.13,,,,,,,,,,,,,,,,,,,,,,
08/11/2017 23:53:00,08/12/2017 0:23:00,0.219,0.243,12.391,0.061,6.52,1.412,0.109,3.505,0.061,1.128,1.492,,0.070984068,1.689480339,,0.117413898,0.344,1.066,0.3,0.336,0.818,0.176,0.292,,,0.311,0.136,0.387,0.338,0.278,,0.060715932,0.067,0.061,0.134,0.098,0.069,,0.07,,,,,,,,,,,,,
08/12/2017 0:53:00,08/12/2017 1:23:00,0.482,0.243,25.374,0.137,14.414,3.19,0.125,7.845,0.126,2.544,3.41,,0.174315593,4.11594278,,0.271423593,0.803,2.684,0.705,0.804,1.953,0.325,0.683,,0.069,0.731,0.317,0.947,0.832,0.56,,0.150824136,0.172,0.18,0.272,0.167,,,0.081,0.085,,,,,,,,,,,,
08/12/2017 1:53:00,08/12/2017 2:23:00,0.229,0.205,9.808,0.059,5.223,0.904,0.114,2.249,,0.723,0.78,,,0.837804136,,0.052804678,0.134,0.396,0.114,0.136,0.286,0.091,0.091,,,0.102,,0.094,0.097,0.165,,,,,,,,,,,,,,,,,,,,,,
08/12/2017 2:52:00,08/12/2017 3:22:00,0.23,0.221,10.084,0.053,5.531,1.013,0.106,2.332,,0.753,0.881,,,0.949271593,,0.055812814,0.159,0.478,0.137,0.164,0.352,0.091,0.136,,,0.145,0.06,0.184,0.161,0.2,,,,,0.104,0.064,0.059,,0.07,0.059,,,0.051,,,,,,,,,
08/12/2017 3:52:00,08/12/2017 4:22:00,0.217,0.24,11.194,,5.307,0.983,0.102,2.267,,0.733,0.886,,,0.863440949,,0.052919593,0.147,0.459,0.13,0.133,0.315,0.095,0.097,,,0.123,0.05,0.108,0.109,0.222,,,,,0.07,0.074,,,0.056,,,,,,,,,,,,,
08/12/2017 4:52:00,08/12/2017 5:22:00,0.22,0.224,6.661,,3.797,0.698,0.095,1.788,,0.564,0.701,,,0.726186441,,,0.132,0.398,0.108,0.129,0.285,0.077,0.096,,,0.123,,0.1,0.098,0.141,,,,,,,,,,,,,,,,,,,,,,
08/12/2017 5:51:00,08/12/2017 6:21:00,0.132,0.173,4.606,,2.826,0.477,0.098,1.304,,0.424,0.433,,,0.457703458,,,0.07,0.193,0.057,0.079,0.165,0.064,0.054,,,0.08,,0.055,0.054,0.068,,,,,,,,,,,,,,,,,,,,,,
08/12/2017 6:51:00,08/12/2017 7:21:00,0.145,0.221,5.287,,3.026,0.49,0.112,1.316,,0.423,0.463,,,0.47913078,0.074009559,,0.077,0.222,0.064,0.081,0.185,0.067,0.057,,,0.08,,0.052,0.058,0.09,,,,,,,,,,,,,,,,,,,,,,
08/12/2017 7:51:00,08/12/2017 8:21:00,0.244,0.324,4.511,,2.49,0.395,0.14,1.017,,0.321,0.401,,,0.372772881,0.099716746,,0.07,0.181,0.053,0.065,0.123,0.076,,,,0.063,,,,0.117,,,,,0.052,,,,,,,,,,,,,,,,,
08/12/2017 8:51:00,08/12/2017 9:21:00,0.337,0.253,11.142,0.102,7.097,1.722,0.162,3.736,0.062,1.211,1.408,,0.062610373,1.465644814,,0.098521559,0.229,0.709,0.203,0.245,0.553,0.137,0.215,,,0.242,0.108,0.337,0.275,0.373,,0.069948746,0.096,0.121,0.239,0.17,0.06,,0.149,0.222,,0.077,0.128,,0.127,0.064,,0.264,,,0.181,0.077
08/12/2017 9:50:00,08/12/2017 10:20:00,0.3,0.273,9.16,0.065,6.163,1.483,0.128,3.382,0.057,1.086,1.301,,0.061994915,1.354785085,,0.091658305,0.218,0.662,0.184,0.219,0.495,0.126,0.179,,,0.229,0.102,0.253,0.221,0.323,,0.073609153,0.056,0.077,0.203,0.088,,,0.102,0.135,,0.05,0.07,,0.067,,,0.136,,,0.114,
08/12/2017 11:50:00,08/12/2017 12:20:00,0.111,0.197,11.421,0.057,7.545,1.455,0.111,3.801,0.063,1.243,1.233,,0.058038915,1.375332,,0.084679729,0.2,0.599,0.172,0.216,0.449,0.125,0.174,,,0.187,0.077,0.242,0.206,0.205,,,0.065,0.061,0.148,0.087,0.074,,0.089,0.113,,,0.052,,0.053,,,0.112,,,0.064,
08/12/2017 12:50:00,08/12/2017 13:20:00,,0.223,10.363,,5.606,0.992,0.099,2.423,,0.783,0.776,,,0.925257966,,,0.136,0.412,0.109,0.123,0.305,0.111,0.102,,,0.117,,0.137,0.128,0.129,,,,,0.092,,,,,,,,,,,,,,,,,
08/12/2017 13:50:00,08/12/2017 14:20:00,0.066,0.195,7.071,,3.204,0.554,0.074,1.334,,0.419,0.446,,,0.493266237,,,0.081,0.231,0.065,0.073,0.178,0.071,0.056,,,0.073,,0.053,0.062,,,,,,,,,,,,,,,,,,,,,,,
08/12/2017 14:49:00,08/12/2017 15:19:00,0.111,0.267,10.816,,5.112,0.941,0.075,2.382,,0.767,0.853,,,0.869008475,0.090974576,,0.145,0.421,0.12,0.135,0.315,0.121,0.095,,,0.116,,0.104,0.112,0.19,,,,,0.053,,,,,,,,,,,,,,,,,
08/12/2017 15:49:00,08/12/2017 16:19:00,,0.182,3.891,,2.13,0.379,0.072,0.989,,0.323,0.379,,,0.342595186,0.231255797,,0.061,0.155,,0.055,0.106,0.067,,,,0.063,,,,0.078,,,,,,,,,,,,,,,,,,,,,,
08/12/2017 16:48:00,08/12/2017 17:18:00,0.41,0.444,2.5,0.079,1.06,0.242,0.098,0.565,,0.182,0.489,,,0.29308461,0.257140271,,0.083,0.218,0.068,0.059,0.141,0.108,,,,0.092,,,,0.231,,,,,,0.058,,,,,,,,,,,,,,,,
08/12/2017 17:48:00,08/12/2017 18:18:00,0.399,0.311,4.386,0.089,2.071,0.356,0.102,0.829,,0.269,0.553,,,0.397528949,0.120795186,,0.085,0.241,0.074,0.07,0.131,0.093,,,,0.09,,,0.055,0.192,,,,,,,,,0.081,,,,,,,,,,,,,
08/12/2017 18:48:00,08/12/2017 19:18:00,0.542,0.372,4.058,0.129,1.956,0.436,0.12,0.993,,0.317,0.723,,,0.507597966,0.111047322,,0.117,0.34,0.099,0.093,0.188,0.123,0.062,,,0.131,0.065,,0.074,0.291,,,,,,0.102,0.07,,0.094,,,,,,,,,,,,,
08/12/2017 19:48:00,08/12/2017 20:18:00,0.616,0.385,3.663,0.139,1.633,0.352,0.123,0.788,,0.253,0.605,,,0.425753559,0.063392542,,0.104,0.284,0.089,0.085,0.145,0.114,0.053,,,0.116,,,0.061,0.275,,,,,,0.068,,,0.067,,,0.082,0.115,,0.092,0.058,,,,,,
08/12/2017 20:48:00,08/12/2017 21:18:00,0.984,0.63,4.949,0.255,2.379,0.656,0.162,1.658,,0.534,1.378,,,0.920901492,0.061880068,0.054912339,0.208,0.626,0.187,0.155,0.277,0.206,0.093,,,0.193,0.091,0.076,0.105,0.46,0.0854,,,,,0.109,0.059,,0.106,,,,0.071,,0.067,,,,,,,
08/12/2017 22:47:00,08/12/2017 23:17:00,0.804,0.531,16.121,0.222,9.363,2.019,0.132,4.296,0.073,1.401,1.867,,0.077899322,1.744107186,,0.129832203,0.317,1.04,0.269,0.327,0.69,0.196,0.269,,,0.293,0.129,0.362,0.31,0.448,0.1796,0.110734305,0.086,0.077,0.141,0.167,0.13,,0.117,0.085,,0.053,0.085,,0.076,,,0.106,,,,
08/12/2017 23:47:00,08/13/2017 0:17:00,1.209,0.566,28.247,0.266,15.012,3.23,0.134,7.505,0.126,2.44,3.115,,0.157060271,3.692347254,,0.253350169,0.75,2.432,0.656,0.792,1.847,0.36,0.678,,0.08,0.695,0.319,0.961,0.836,0.7,,0.181132746,0.197,0.208,0.311,0.205,0.064,,0.137,0.114,,,0.071,,,,,0.072,,,,
08/13/2017 0:46:00,08/13/2017 1:16:00,0.991,0.464,24.35,0.221,13.645,2.792,0.121,6.696,0.114,2.166,2.827,,0.135322034,2.971333559,,0.201629831,0.622,1.945,0.526,0.59,1.399,0.313,0.482,,0.067,0.538,0.239,0.609,0.555,0.641,0.138,0.145302034,0.137,0.145,0.217,0.175,0.059,,0.142,0.1,,0.059,0.086,,0.094,,,0.066,,,,
08/13/2017 1:46:00,08/13/2017 2:16:00,0.758,0.429,14.082,0.155,7.441,1.463,0.103,3.432,0.055,1.1,1.471,,0.063057424,1.448451119,,0.096710712,0.283,0.911,0.256,0.283,0.611,0.179,0.21,,,0.275,0.116,0.259,0.244,0.464,0.1003,0.055578915,0.058,0.061,0.105,0.111,,,0.099,,,,0.051,,,,,,,,,
08/13/2017 2:46:00,08/13/2017 3:16:00,0.881,0.457,18.347,0.204,9.343,1.846,0.121,4.366,0.074,1.41,2.02,,0.084706712,1.844761898,,0.116471729,0.406,1.158,0.346,0.395,0.836,0.206,0.315,0.163,0.104,0.421,0.169,0.467,0.402,0.649,0.545,0.534711119,0.146,0.147,0.212,0.205,0.101,,0.174,0.14,,0.072,0.107,,0.09,,,0.114,,,0.057,
08/13/2017 3:46:00,08/13/2017 4:16:00,0.716,0.371,17.354,0.125,8.489,1.706,0.1,3.793,0.068,1.228,1.788,,0.084595458,1.654330237,,0.117884542,0.338,1.04,0.303,0.33,0.71,0.194,0.25,,,0.321,0.139,0.325,0.292,0.515,0.1066,0.111535593,0.089,0.09,0.135,0.143,0.071,,0.215,0.065,,,0.067,,0.061,,,0.053,,,,
08/13/2017 4:45:00,08/13/2017 5:15:00,0.612,0.438,12.701,0.118,6.225,1.151,0.1,2.637,,0.856,1.248,,0.059480339,1.16012522,,0.076376203,0.226,0.668,0.199,0.233,0.449,0.153,0.161,,,0.209,0.095,0.183,0.178,0.442,,,,,0.066,0.106,0.061,,0.086,,,,,,,,,,,,,
08/13/2017 5:45:00,08/13/2017 6:15:00,0.889,0.743,18.802,0.194,9.626,1.925,0.141,4.501,0.084,1.461,1.978,,0.094578305,1.77308339,0.064437966,0.128529492,0.362,1.112,0.311,0.334,0.71,0.203,0.27,0.067,0.06,0.35,0.151,0.342,0.305,0.593,0.3026,0.232808136,0.088,0.094,0.143,0.172,0.079,,0.142,0.103,,0.06,0.096,,0.072,,,0.079,,,,
08/13/2017 6:45:00,08/13/2017 7:15:00,0.654,0.439,9.944,0.105,4.663,0.912,0.127,1.983,,0.667,1.031,,,0.877826983,0.258614373,0.057953288,0.184,0.565,0.167,0.184,0.377,0.13,0.115,,,0.174,0.079,0.125,0.135,0.418,0.0755,0.072398102,,,0.05,0.109,0.059,,0.087,,,,,,,,,,,,,
08/13/2017 7:45:00,08/13/2017 8:15:00,0.355,0.318,6.381,0.055,3.367,0.598,0.124,1.463,,0.476,0.595,,,0.602874034,0.210516339,,0.104,0.28,0.087,0.096,0.194,0.086,0.07,,,0.096,,0.069,0.08,0.177,,,,,,,,,0.085,,,,,,,,,,,,,
08/13/2017 10:44:00,08/13/2017 11:14:00,0.105,0.391,2.945,,1.332,0.279,0.082,0.661,,0.207,0.385,,,0.295539322,0.181011186,,0.057,0.139,,,0.087,0.055,,,,0.059,,,,0.084,,,,,,,,,,,,,,,,,,,,,,
08/13/2017 11:44:00,08/13/2017 12:14:00,,0.189,1.619,,0.728,0.115,0.071,0.388,,0.121,0.263,,,0.170443322,0.187541085,,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/13/2017 12:43:00,08/13/2017 13:13:00,,0.108,1.789,,0.887,0.137,0.053,0.41,,0.133,0.199,,,0.161023729,0.070313695,,,,,,,,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,
08/13/2017 13:43:00,08/13/2017 14:13:00,,0.147,6.203,,2.833,0.563,0.056,1.31,,0.42,0.616,,,0.578367322,0.056255119,,0.12,0.353,0.107,0.146,0.279,0.059,0.136,,,0.16,0.062,0.225,0.172,0.141,,,0.052,0.059,0.118,0.059,,,0.053,0.082,,,,,,,,0.069,,,,
08/13/2017 14:43:00,08/13/2017 15:13:00,0.264,0.649,1.301,0.096,0.39,0.092,0.085,0.365,,0.12,0.336,,,0.215748136,0.242107322,,0.061,0.146,,,0.092,0.072,,,,0.074,,,,0.128,,,,,,,,,,,,,,,,,,,,,,
08/13/2017 15:42:00,08/13/2017 16:12:00,0.098,0.174,19.008,0.089,9.463,1.903,0.073,4.212,0.072,1.361,1.534,,0.061842373,1.615337288,,0.098657627,0.309,0.949,0.274,0.356,0.727,0.124,0.32,,,0.345,0.156,0.596,0.447,0.299,,0.144177966,0.141,0.166,0.287,0.163,,,0.123,0.232,,0.069,0.114,,0.089,,,0.197,,,0.118,0.05
08/13/2017 16:42:00,08/13/2017 17:12:00,0.109,0.197,2.863,,1.596,0.322,0.061,0.835,,0.269,0.424,,,0.378001695,0.247021831,,0.089,0.228,0.07,0.078,0.153,0.053,0.056,,,0.085,,0.056,0.06,0.078,,,,,,,,,,,,,,,,,,,,,,
08/13/2017 17:42:00,08/13/2017 18:12:00,0.066,0.204,2.695,,1.232,0.214,0.066,0.538,,0.172,0.294,,,0.243550441,0.268253153,,0.05,0.113,,,0.074,,,,,0.055,,,,0.064,,,,,,,,,0.06,,,,,,,,,,,,,
08/13/2017 18:42:00,08/13/2017 19:12:00,0.393,0.294,2.253,0.088,1.133,0.231,0.087,0.586,,0.192,0.439,,,0.331385288,0.157146102,,0.081,0.211,0.066,0.064,0.12,0.09,,,,0.099,,,0.05,0.174,,,,,,,,,,,,,,,,,,,,,,
08/13/2017 19:41:00,08/13/2017 20:11:00,0.24,0.182,22.418,0.146,12.284,2.5,0.112,5.517,0.095,1.788,2.078,,0.093412746,2.201291661,0.175933492,0.139011458,0.429,1.396,0.372,0.459,1.005,0.174,0.413,,,0.431,0.2,0.724,0.55,0.431,,0.156180203,0.17,0.195,0.32,0.2,,,0.158,0.226,,0.079,0.12,,0.11,,,0.152,,,0.1,
08/13/2017 21:41:00,08/13/2017 22:11:00,0.192,0.188,5.021,0.056,2.582,0.49,0.073,1.062,,0.347,0.579,,,0.516622237,0.094981017,,0.119,0.33,0.101,0.119,0.219,0.078,0.096,,,0.127,,0.122,0.115,0.201,,,,,,,,,0.09,,,,,,,,,,,,,
08/13/2017 22:41:00,08/13/2017 23:11:00,0.206,0.229,3.803,0.062,1.86,0.345,0.073,0.772,,0.245,0.51,,,0.386447051,0.137108271,,0.094,0.251,0.076,0.085,0.152,0.071,0.06,,,0.107,,0.058,0.07,0.202,,,,,,,,,,,,,,,,,,,,,,
08/13/2017 23:40:00,08/14/2017 0:10:00,0.254,0.271,3.971,0.054,1.453,0.237,0.079,0.563,,0.178,0.434,,,0.29288061,0.167387186,,0.077,0.204,0.064,0.067,0.108,0.057,,,,0.087,,,,0.194,,,,,,,,,,,,,,,,,,,,,,
08/14/2017 0:40:00,08/14/2017 1:10:00,0.304,0.249,13.712,0.108,6.158,1.189,0.089,2.528,,0.828,1.188,,,1.082634169,0.147923525,0.071508949,0.248,0.752,0.218,0.272,0.543,0.112,0.245,,,0.284,0.127,0.425,0.319,0.378,,0.091886169,0.098,0.121,0.184,0.172,0.077,,0.122,0.122,,0.061,0.105,,0.073,,,0.105,,,,
08/14/2017 1:40:00,08/14/2017 2:10:00,0.153,0.195,8.534,0.057,4.418,0.845,0.091,1.766,,0.578,1.1,,,0.873555932,0.119000678,0.05343661,0.201,0.594,0.174,0.194,0.381,0.085,0.179,,,0.221,0.093,0.264,0.207,0.329,0.0724,0.102514915,0.067,0.091,0.136,0.11,,,0.085,0.057,,,0.067,,,,,0.055,,,,
